nom,nb_hab_2010,nb_hab_2012,diff2012_2010
La Breille-les-Pins,595,600,5
La Tourlandry,1286,1300,14
Sainte-Gemmes-d'Andigné,1486,1500,14
Vezins,1634,1700,66
Saumur,27283,28100,817
Montrevault,1281,1300,19
Saint-Christophe-du-Bois,2624,2700,76
Luigné,265,300,35
Mûrs-Erigné,5326,5400,74
La Pommeraye,3966,4000,34
Beauficel,167,200,33
Mortain,1733,1800,67
Vernix,171,200,29
Azeville,77,100,23
Équeurdreville-Hainneville,17339,17400,61
Le Mesnil-Rogues,168,200,32
La Croix-Avranchin,477,500,23
Le Perron,188,200,12
Besneville,668,700,32
La Feuillie,296,300,4
Ferrières,57,100,43
Carnet,476,500,24
Aucey-la-Plaine,456,500,44
Bérigny,387,400,13
Dangy,651,700,49
Glatigny,144,200,56
Beaucoudray,154,200,46
Montbray,362,400,38
Saint-Hilaire-Petitville,1362,1400,38
Saint-Patrice-de-Claids,157,200,43
Picauville,1934,2000,66
Mobecq,251,300,49
La Meauffe,1081,1100,19
Saint-Laurent-de-Terregatte,566,600,34
Villechien,192,200,8
Hiesville,74,100,26
Fervaches,383,400,17
Hambye,1192,1200,8
Morigny,87,100,13
Moitiers-d'Allonne,685,700,15
Fourneaux,96,100,4
Anctoville-sur-Boscq,498,500,2
Coulouvray-Boisbenâtre,540,600,60
Lengronne,449,500,51
Saint-Pois,494,500,6
Saint-Sébastien-de-Raids,362,400,38
Herqueville,159,200,41
Chaulieu,284,300,16
Hocquigny,192,200,8
Le Mesnil-Vigot,261,300,39
Saint-Jean-de-Savigny,381,400,19
Videcosville,87,100,13
Neufmesnil,190,200,10
Champs-de-Losque,199,200,1
Lithaire,551,600,49
Tirepied,777,800,23
Contrières,392,400,8
La Mancellière-sur-Vire,487,500,13
Brévands,347,400,53
Feugères,339,400,61
Baudreville,82,100,18
Néville-sur-Mer,187,200,13
Perques,161,200,39
Flottemanville-Hague,885,900,15
Tollevast,1198,1200,2
Joganville,89,100,11
La Trinité,398,400,2
Sainte-Pience,298,300,2
Saint-Jean-du-Corail-des-Bois,77,100,23
La Pernelle,249,300,51
Saint-Martin-de-Landelles,1190,1200,10
Braffais,190,200,10
Avranches,8020,8200,180
Montanel,369,400,31
Saint-Jean-du-Corail,265,300,35
Tourlaville,15910,16300,390
Colomby,482,500,18
Saint-Laurent-de-Cuves,488,500,12
Saint-Jean-de-la-Rivière,355,400,45
Chevry,79,100,21
Auvers,671,700,29
Cosqueville,580,600,20
Saint-Martin-le-Bouillant,291,300,9
Golleville,179,200,21
Montjoie-Saint-Martin,272,300,28
Bellefontaine,159,200,41
Angoville-sur-Ay,256,300,44
Cresnays,254,300,46
Brécey,2177,2200,23
Saint-Louet-sur-Vire,199,200,1
Buais,559,600,41
Surtainville,1235,1300,65
Granville,12969,13100,131
Coutances,9355,9400,45
Donville-les-Bains,3242,3300,58
Saint-Germain-de-Tournebut,394,400,6
La Bonneville,173,200,27
Saint-Germain-sur-Sèves,199,200,1
Saint-Georges-de-la-Rivière,280,300,20
Saint-Pierre-Église,1785,1800,15
Carentan,6063,6100,37
Chasseguey,77,100,23
Le Mesnil-Eury,187,200,13
Magneville,293,300,7
Boisroger,194,200,6
La Haye-Bellefond,78,100,22
Ravenoville,263,300,37
Heugueville-sur-Sienne,535,600,65
Crosville-sur-Douve,62,100,38
Équilly,162,200,38
Le Mesnil-Raoult,386,400,14
Ger,851,900,49
Branville-Hague,178,200,22
Saint-Georges-d'Elle,384,400,16
Muneville-le-Bingard,684,700,16
Saint-Pellerin,394,400,6
Sainte-Marie-du-Mont,750,800,50
Marcilly,372,400,28
Le Mesnil-Gilbert,150,200,50
Cuves,349,400,51
Vaudreville,80,100,20
Raids,192,200,8
Le Petit-Celland,183,200,17
Quettehou,1586,1600,14
Bretteville-sur-Ay,385,400,15
Saint-Lô-d'Ourville,530,600,70
Notre-Dame-du-Touchet,641,700,59
Vaudrimesnil,393,400,7
Saint-Barthélemy,348,400,52
Muneville-sur-Mer,392,400,8
Méautis,651,700,49
Laulne,157,200,43
Le Rozel,282,300,18
Gavray,1388,1400,12
Lolif,546,600,54
Breuville,378,400,22
Le Mesnil-Amand,162,200,38
Amfreville,293,300,7
Troisgots,283,300,17
Périers,2390,2400,10
Surville,196,200,4
Morville,260,300,40
Lieusaint,376,400,24
Montpinchon,560,600,40
Montmartin-en-Graignes,560,600,40
Querqueville,5244,5500,256
Valcanville,372,400,28
Saint-James,2678,2700,22
Villedieu-les-Poêles,3871,3900,29
Saint-Hilaire-du-Harcouët,3959,4100,141
Doville,293,300,7
Le Mesnillard,281,300,19
Hardinvast,896,900,4
Bolleville,380,400,20
Gathemo,287,300,13
Brectouville,167,200,33
Le Neufbourg,488,500,12
Barfleur,643,700,57
Giéville,683,700,17
Cherbourg-Octeville,38433,39800,1367
Vauville,383,400,17
Martinvast,1189,1200,11
Houtteville,93,100,7
Fresville,373,400,27
Pontaubault,472,500,28
Benoîtville,592,600,8
Saint-Vaast-la-Hougue,2028,2100,72
Saint-Lô,18718,19100,382
Chef-du-Pont,743,800,57
Barneville-Carteret,2283,2300,17
Fontenay-sur-Mer,168,200,32
Le Dézert,548,600,52
Le Mesnil-Amey,272,300,28
Chéris,266,300,34
Champeaux,358,400,42
Rauville-la-Place,388,400,12
Barenton,1255,1300,45
Hémevez,173,200,27
Le Plessis-Lastelle,258,300,42
Gatteville-le-Phare,497,500,3
Pont-Hébert,1780,1800,20
Sainte-Marie-du-Bois,58,100,42
Précey,488,500,12
Auderville,267,300,33
Reffuveille,476,500,24
Brouains,194,200,6
Varouville,267,300,33
Urville,194,200,6
Romagny,1030,1100,70
Argouges,549,600,51
Valognes,7190,7200,10
Gréville-Hague,767,800,33
Sourdeval-les-Bois,176,200,24
Vengeons,481,500,19
Gratot,663,700,37
Le Mesnil,198,200,2
Baubigny,156,200,44
La Haye-Pesnel,1367,1400,33
Sourdeval,2782,2900,118
Anneville-en-Saire,386,400,14
Auxais,180,200,20
Tocqueville,260,300,40
Ver,375,400,25
Écoquenéauville,69,100,31
Octeville-l'Avenel,193,200,7
Saint-Jores,361,400,39
Pirou,1589,1600,11
Digulleville,291,300,9
La Meurdraquière,157,200,43
Gonfreville,160,200,40
Servon,255,300,45
Beuzeville-au-Plain,47,100,53
Hérenguerville,182,200,18
Gouvets,268,300,32
Graignes-Mesnil-Angot,793,800,7
Tribehou,496,500,4
Villebaudon,299,300,1
Quinéville,298,300,2
Dragey-Ronthon,799,800,1
Beuvrigny,139,200,61
Le Mesnil-Adelée,189,200,11
Le Vrétot,585,600,15
Biéville,173,200,27
Lamberville,171,200,29
Orval,864,900,36
Montcuit,197,200,3
Nay,80,100,20
Tessy-sur-Vire,1454,1500,46
Montrabot,80,100,20
Blainville-sur-Mer,1576,1600,24
Montabot,291,300,9
La Chapelle-en-Juger,655,700,45
Torigni-sur-Vire,2377,2400,23
Le Theil,671,700,29
Canteloup,195,200,5
La Baleine,94,100,6
Gouville-sur-Mer,2042,2100,58
Gorges,360,400,40
Saint-Maurice-en-Cotentin,288,300,12
Le Mesnilbus,286,300,14
Beauchamps,382,400,18
La Bazoge,163,200,37
Juilley,598,600,2
Camprond,386,400,14
Urville-Nacqueville,2183,2200,17
La Haye-du-Puits,1662,1700,38
Agneaux,4020,4200,180
Réville,1179,1200,21
Portbail,1656,1700,44
Saint-Vigor-des-Monts,295,300,5
Le Mesnil-au-Val,676,700,24
Le Val-Saint-Père,1853,1900,47
Blosville,268,300,32
Boutteville,57,100,43
Le Mesnil-Opac,266,300,34
Saint-Pierre-d'Arthéglise,151,200,49
Hudimesnil,866,900,34
Gonneville,874,900,26
Gourbesville,173,200,27
Nouainville,448,500,52
Chérencé-le-Héron,378,400,22
Brix,2067,2100,33
Lingeard,85,100,15
Le Teilleul,1284,1300,16
Saint-Germain-sur-Ay,897,900,3
Saint-Symphorien-des-Monts,142,200,58
Remilly-sur-Lozon,660,700,40
Maupertus-sur-Mer,256,300,44
Villiers-le-Pré,192,200,8
Le Mesnil-Aubert,155,200,45
Grimesnil,63,100,37
Audouville-la-Hubert,57,100,43
Bouzy,945,1000,55
Bignicourt-sur-Saulx,176,200,24
Fagnières,4420,4500,80
Montbré,261,300,39
Saint-Martin-aux-Champs,97,100,3
Humbauville,76,100,24
Remicourt,64,100,36
Montigny-sur-Vesle,477,500,23
Sermiers,558,600,42
Bannes,268,300,32
Villers-le-Château,255,300,45
Braux-Sainte-Cohière,88,100,12
Bazancourt,1958,2000,42
Courtémont,66,100,34
Giffaumont-Champaubert,257,300,43
Chantemerle,53,100,47
Sacy,380,400,20
Saint-Mard-lès-Rouffy,166,200,34
Le Vézier,191,200,9
Congy,259,300,41
Écury-sur-Coole,460,500,40
Vassimont-et-Chapelaine,64,100,36
Allemant,176,200,24
Barbonne-Fayel,490,500,10
Queudes,89,100,11
Mancy,279,300,21
Pouillon,467,500,33
Pourcy,171,200,29
Vert-Toulon,298,300,2
Reims,179992,181500,1508
Épernay,24035,24600,565
Somme-Bionne,78,100,22
Dommartin-sous-Hans,51,100,49
Braux-Saint-Remy,93,100,7
Brouillet,93,100,7
Montmirail,3795,3800,5
Saint-Masmes,455,500,45
Ognes,68,100,32
La Caure,91,100,9
Moussy,764,800,36
Thibie,263,300,37
Bréban,90,100,10
Arrigny,266,300,34
Granges-sur-Aube,187,200,13
Dampierre-le-Château,99,100,1
Val-de-Vesle,778,800,22
Courtisols,2552,2600,48
Baconnes,292,300,8
Marcilly-sur-Seine,630,700,70
Écury-le-Repos,67,100,33
Nesle-la-Reposte,88,100,12
Potangis,90,100,10
Norrois,173,200,27
Saint-Martin-sur-le-Pré,772,800,28
Hans,150,200,50
Heiltz-l'Évêque,298,300,2
Fèrebrianges,184,200,16
Sarcy,249,300,51
Vandeuil,198,200,2
Saint-Étienne-sur-Suippe,283,300,17
Puisieulx,366,400,34
Serzy-et-Prin,180,200,20
Matougues,668,700,32
Saint-Saturnin,58,100,42
Muizon,2209,2300,91
La Chapelle-Lasson,87,100,13
Vitry-le-François,13384,14200,816
Saint-Imoges,297,300,3
Sept-Saulx,579,600,21
Ablancourt,151,200,49
Vaudemange,298,300,2
Ormes,453,500,47
Blesme,198,200,2
Vienne-la-Ville,181,200,19
Saint-Loup,75,100,25
Saint-Gilles,273,300,27
Châlons-en-Champagne,45299,46100,801
Merfy,641,700,59
La Celle-sous-Chantemerle,164,200,36
La Chapelle-Felcourt,63,100,37
Merlaut,248,300,52
Trécon,83,100,17
Thil,292,300,8
Lagery,191,200,9
Courcy,1286,1300,14
Moslins,294,300,6
Romigny,198,200,2
Maffrécourt,59,100,41
Cherville,93,100,7
Saint-Martin-d'Ablois,1484,1500,16
Sarry,2031,2100,69
Mareuil-en-Brie,248,300,52
Mesneux,839,900,61
Orbais-l'Abbaye,575,600,25
Drosnay,181,200,19
Arcis-le-Ponsart,271,300,29
Conflans-sur-Seine,678,700,22
Sermaize-les-Bains,2104,2200,96
Baslieux-sous-Châtillon,187,200,13
Trigny,537,600,63
Minaucourt-le-Mesnil-lès-Hurlus,70,100,30
Cormontreuil,6082,6200,118
Dampierre-au-Temple,262,300,38
Mourmelon-le-Petit,751,800,49
Ville-en-Selve,275,300,25
Selles,359,400,41
Nesle-le-Repons,158,200,42
Saint-Gibrien,474,500,26
Tauxières-Mutry,278,300,22
Dizy,1621,1700,79
Dommartin-Lettrée,155,200,45
Rieux,177,200,23
Maurupt-le-Montois,572,600,28
Courmas,170,200,30
Bouchy-Saint-Genest,176,200,24
Essarts-lès-Sézanne,283,300,17
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,573,600,27
Luxémont-et-Villotte,450,500,50
Prouilly,588,600,12
Saint-Souplet-sur-Py,149,200,51
Bassuet,265,300,35
Sainte-Menehould,4464,4600,136
Courjeonnet,56,100,44
Saint-Mard-sur-Auve,54,100,46
Saint-Hilaire-au-Temple,290,300,10
Givry-en-Argonne,457,500,43
Corrobert,185,200,15
Moncetz-Longevas,554,600,46
Isles-sur-Suippe,797,800,3
Saint-Martin-l'Heureux,74,100,26
Pierry,1174,1200,26
Valmy,287,300,13
Villers-aux-Bois,287,300,13
Corribert,56,100,44
Vanault-le-Châtel,181,200,19
Chapelaine,56,100,44
Anglure,848,900,52
Vouarces,63,100,37
Belval-sous-Châtillon,176,200,24
Boursault,461,500,39
Poilly,91,100,9
Villers-Marmery,555,600,45
Saint-Quentin-sur-Coole,62,100,38
Cramant,893,900,7
Binson-et-Orquigny,185,200,15
Fromentières,393,400,7
Possesse,188,200,12
Saint-Chéron,76,100,24
Écollemont,65,100,35
Vernancourt,75,100,25
Bethon,280,300,20
Vienne-le-Château,562,600,38
Passy-Grigny,380,400,20
Songy,273,300,27
Vitry-la-Ville,363,400,37
Dormans,2906,3000,94
Tinqueux,10300,10400,100
Coizard-Joches,84,100,16
Jâlons,576,600,24
Gaye,568,600,32
Vauciennes,294,300,6
Sivry-Ante,186,200,14
Champigneul-Champagne,286,300,14
Gourgançon,165,200,35
Bignicourt-sur-Marne,374,400,26
Villevenard,196,200,4
Venteuil,587,600,13
Villiers-aux-Corneilles,90,100,10
Saron-sur-Aube,292,300,8
Cheppes-la-Prairie,178,200,22
Courville,464,500,36
Favresse,186,200,14
Clesles,588,600,12
Saint-Utin,79,100,21
Aubilly,49,100,51
Escardes,85,100,15
Chaltrait,74,100,26
Pocancy,159,200,41
Connantre,1053,1100,47
Vadenay,275,300,25
Festigny,389,400,11
Marson,285,300,15
Crugny,594,600,6
Courtagnon,56,100,44
Sainte-Marie-à-Py,193,200,7
Couvrot,833,900,67
Corbeil,97,100,3
Pargny-sur-Saulx,1969,2000,31
Pogny,879,900,21
Le Fresne,70,100,30
Rouffy,98,100,2
Haussimont,155,200,45
Oyes,80,100,20
Grauves,673,700,27
Vavray-le-Grand,169,200,31
Coupetz,83,100,17
Baye,393,400,7
Vertus,2536,2700,164
Fleury-la-Rivière,496,500,4
Vésigneul-sur-Marne,271,300,29
Virginy,85,100,15
Givry-lès-Loisy,84,100,16
Éclaires,94,100,6
Saint-Germain-la-Ville,577,600,23
Marfaux,155,200,45
Le Buisson,86,100,14
Berzieux,72,100,28
La Neuville-aux-Bois,155,200,45
Châlons-sur-Vesle,160,200,40
Blacy,664,700,36
Oger,575,600,25
Magenta,1749,1800,51
Bussy-le-Château,164,200,36
La Neuville-aux-Larris,157,200,43
Soudé,162,200,38
Rilly-la-Montagne,1039,1100,61
Joiselle,82,100,18
Oiry,880,900,20
Ventelay,254,300,46
Brandonvillers,159,200,41
Bouvancourt,198,200,2
Cauroy-lès-Hermonville,474,500,26
Chichey,161,200,39
Chamery,389,400,11
Bagneux,492,500,8
Bergères-lès-Vertus,569,600,31
Courgivaux,283,300,17
Jonchery-sur-Vesle,1970,2000,30
Unchair,158,200,42
Baslieux-lès-Fismes,297,300,3
Glannes,167,200,33
Caurel,645,700,55
Reuves,63,100,37
Loisy-en-Brie,192,200,8
Jonquery,93,100,7
Nogent-l'Abbesse,575,600,25
Germigny,189,200,11
Laval-sur-Tourbe,56,100,44
Ay,4079,4100,21
Lhéry,79,100,21
Monthelon,371,400,29
Savigny-sur-Ardres,260,300,40
Chavot-Courcourt,378,400,22
La Neuville-au-Pont,571,600,29
Châtillon-sur-Broué,68,100,32
Flavigny,188,200,12
Verzy,1056,1100,44
Vraux,473,500,27
Prunay,968,1000,32
Verzenay,1061,1100,39
Euvy,77,100,23
Chaintrix-Bierges,288,300,12
Villers-aux-Nœuds,170,200,30
Le Baizil,267,300,33
Péas,68,100,32
La Croix-en-Champagne,71,100,29
Anthenay,76,100,24
Poix,80,100,20
Istres-et-Bury,93,100,7
Gueux,1745,1800,55
Contault,71,100,29
Mareuil-le-Port,1198,1300,102
Châtillon-sur-Morin,190,200,10
Le Thoult-Trosnay,90,100,10
Le Châtelier,56,100,44
Hourges,87,100,13
Courlandon,288,300,12
Grandes-Loges,273,300,27
Treslon,192,200,8
Chenay,268,300,32
Vauclerc,491,500,9
Bettancourt-la-Longue,87,100,13
Verdon,182,200,18
Pierre-Morains,95,100,5
Coupéville,187,200,13
Beaunay,95,100,5
Montmort-Lucy,589,600,11
Saint-Remy-sous-Broyes,99,100,1
Val-des-Marais,573,600,27
Vavray-le-Petit,66,100,34
Romery,179,200,21
Soulanges,481,500,19
Le Meix-Tiercelin,194,200,6
Broyes,373,400,27
Gigny-Bussy,242,300,58
Sompuis,266,300,34
Cernay-en-Dormois,148,200,52
Dommartin-Dampierre,73,100,27
Saint-Léonard,94,100,6
Hautvillers,775,800,25
Connantray-Vaurefroy,187,200,13
Rivières-Henruel,176,200,24
Champguyon,264,300,36
Jonchery-sur-Suippe,169,200,31
Belval-en-Argonne,50,100,50
Bouilly,169,200,31
Saudoy,367,400,33
Chouilly,999,1000,1
Saint-Hilaire-le-Petit,293,300,7
Bouleuse,173,200,27
Méry-Prémecy,62,100,38
Jouy-lès-Reims,198,200,2
Somsois,184,200,16
Lafauche,87,100,13
Pierremont-sur-Amance,168,200,32
Genevrières,146,200,54
Audeloncourt,95,100,5
Leschères-sur-le-Blaiseron,96,100,4
Aujeurres,77,100,23
Noidant-Chatenoy,90,100,10
Heuilley-le-Grand,197,200,3
Villeneuve,69,100,31
Palaiseul,60,100,40
Rivières-le-Bois,70,100,30
Robert-Magny-Laneuville-à-Rémy,249,300,51
Neuvelle-lès-Voisey,90,100,10
Lamothe-en-Blaisy,78,100,22
Manois,473,500,27
Ambonville,73,100,27
Vals-des-Tilles,165,200,35
Villars-en-Azois,75,100,25
Aulnoy-sur-Aube,56,100,44
Arbot,69,100,31
Donjeux,376,400,24
Courcelles-en-Montagne,88,100,12
Autigny-le-Grand,160,200,40
Rouécourt,58,100,42
Châteauvillain,1665,1700,35
Darmannes,262,300,38
Ozières,58,100,42
Neuville-au-Pont,179,200,21
Longchamp,74,100,26
Saint-Broingt-le-Bois,84,100,16
Bourbonne-les-Bains,2230,2300,70
Trémilly,88,100,12
Montsaugeon,65,100,35
Vaux-sur-Saint-Urbain,68,100,32
Vaux-sous-Aubigny,697,700,3
Joinville,3635,3800,165
Thilleux,87,100,13
Vivey,62,100,38
Brachay,60,100,40
Sarrey,383,400,17
Bouzancourt,65,100,35
Maizières,170,200,30
Is-en-Bassigny,585,600,15
Germainvilliers,99,100,1
Voillecomte,470,500,30
Melay,291,300,9
Mathons,60,100,40
Nijon,75,100,25
Giey-sur-Aujon,157,200,43
Chassigny,241,300,59
Wassy,2980,3000,20
Ormancey,81,100,19
Pansey,85,100,15
Roches-sur-Marne,580,600,20
Orbigny-au-Mont,155,200,45
Celles-en-Bassigny,73,100,27
Autigny-le-Petit,54,100,46
Condes,291,300,9
Perrancey-les-Vieux-Moulins,284,300,16
Violot,84,100,16
Mennouveaux,69,100,31
Noncourt-sur-le-Rongeant,170,200,30
Balesmes-sur-Marne,255,300,45
Saint-Thiébault,278,300,22
Fresnes-sur-Apance,165,200,35
Maranville,457,500,43
Gilley,71,100,29
Bize,84,100,16
Vraincourt,94,100,6
Oudincourt,163,200,37
Rouvroy-sur-Marne,366,400,34
Semilly,94,100,6
Vauxbons,60,100,40
Lachapelle-en-Blaisy,76,100,24
Changey,283,300,17
Nully,177,200,23
Doncourt-sur-Meuse,52,100,48
Vitry-lès-Nogent,184,200,16
Aillianville,164,200,36
Saint-Vallier-sur-Marne,181,200,19
Choilley-Dardenay,173,200,27
Riaucourt,456,500,44
Rangecourt,78,100,22
Brethenay,385,400,15
Bassoncourt,66,100,34
Thivet,278,300,22
Magneux,157,200,43
Serqueux,466,500,34
Malaincourt-sur-Meuse,58,100,42
Flammerécourt,67,100,33
Grenant,150,200,50
Mardor,67,100,33
Saulles,56,100,44
Arc-en-Barrois,769,800,31
Guindrecourt-aux-Ormes,84,100,16
Humberville,64,100,36
Mirbel,50,100,50
Coupray,172,200,28
Bologne,1877,1900,23
Nogent,3985,4000,15
Sommancourt,62,100,38
Hallignicourt,294,300,6
Belmont,50,100,50
Bayard-sur-Marne,1453,1500,47
Aubepierre-sur-Aube,188,200,12
Fays,79,100,21
Champigneulles-en-Bassigny,56,100,44
Perthes,558,600,42
Poiseul,75,100,25
Bourdons-sur-Rognon,274,300,26
Le Val-d'Esnoms,374,400,26
Louvemont,739,800,61
Dommarien,159,200,41
Parnoy-en-Bassigny,298,300,2
Saint-Loup-sur-Aujon,167,200,33
Saint-Martin-lès-Langres,95,100,5
Forcey,87,100,13
Voisines,90,100,10
Colombey-les-Deux-Églises,672,700,28
Bay-sur-Aube,53,100,47
Orquevaux,79,100,21
Cour-l'Évêque,182,200,18
Bettancourt-la-Ferrée,1794,1900,106
Chaumont,23011,24000,989
Maâtz,83,100,17
Montier-en-Der,2088,2100,12
Villars-Santenoge,97,100,3
Saint-Blin,396,400,4
Val-de-Meuse,1918,2200,282
Sommerécourt,81,100,19
Annéville-la-Prairie,68,100,32
Poulangy,385,400,15
Saint-Urbain-Maconcourt,648,700,52
Rennepont,165,200,35
Orbigny-au-Val,96,100,4
Lavernoy,87,100,13
Aprey,188,200,12
Autreville-sur-la-Renne,394,500,106
Daillancourt,80,100,20
Liffol-le-Petit,335,400,65
Dinteville,53,100,47
Verbiesles,291,300,9
Le Châtelet-sur-Meuse,155,200,45
Ternat,56,100,44
Richebourg,270,300,30
Levécourt,97,100,3
Luzy-sur-Marne,265,300,35
Bourg-Sainte-Marie,97,100,3
Charmes-la-Grande,163,200,37
Outremécourt,88,100,12
Humes-Jorquenay,578,600,22
Villiers-en-Lieu,1580,1600,20
Bannes,398,400,2
Gudmont-Villiers,353,400,47
Cohons,265,300,35
Rimaucourt,728,800,72
Dampierre,362,400,38
Domremy-Landéville,89,100,11
Valleret,50,100,50
Échenay,87,100,13
Domblain,95,100,5
Ville-en-Blaisois,172,200,28
Terre-Natale,300,400,100
Frampas,162,200,38
Effincourt,73,100,27
Leurville,93,100,7
Haute-Amance,990,1000,10
Montreuil-sur-Blaise,154,200,46
Saint-Ciergues,178,200,22
Moëslains,440,500,60
Velles,82,100,18
Chatenay-Vaudin,62,100,38
Chamarandes-Choignes,1054,1100,46
Nomécourt,97,100,3
Vicq,165,200,35
Praslay,68,100,32
Arbigny-sous-Varennes,80,100,20
Doulaincourt-Saucourt,943,1000,57
Langres,8082,8200,118
Poinsenot,53,100,47
Grandchamp,84,100,16
Chalindrey,2587,2700,113
Saint-Dizier,25526,26400,874
Cerisières,95,100,5
Noyers,72,100,28
Dommartin-le-Saint-Père,288,300,12
Vignes-la-Côte,51,100,49
Leuchey,75,100,25
Ninville,85,100,15
Osne-le-Val,277,300,23
Enfonvelle,78,100,22
Frécourt,96,100,4
Savigny,56,100,44
Brainville-sur-Meuse,82,100,18
Voisey,337,400,63
Illoud,255,300,45
Aubérive,196,200,4
Poinson-lès-Nogent,151,200,49
Blaisy,76,100,24
Maisoncelles,54,100,46
Fontaines-sur-Marne,159,200,41
Anrosey,153,200,47
Vignory,278,300,22
Montheries,72,100,28
Froncles,1597,1600,3
Clinchamp,95,100,5
Soyers,76,100,24
Briaucourt,195,200,5
Laneuvelle,64,100,36
Cirfontaines-en-Ornois,78,100,22
Saints-Geosmes,972,1000,28
Flagey,86,100,14
Heuilley-Cotton,277,300,23
Harréville-les-Chanteurs,279,300,21
Vesvres-sous-Chalancey,55,100,45
Goncourt,292,300,8
Laferté-sur-Aube,367,400,33
Colmier-le-Haut,68,100,32
Vaillant,71,100,29
Euffigneix,294,300,6
Culmont,570,600,30
Choiseul,95,100,5
Consigny,67,100,33
Poinson-lès-Grancey,60,100,40
Rochefort-sur-la-Côte,65,100,35
Montreuil-sur-Thonnance,68,100,32
Daillecourt,82,100,18
Farincourt,51,100,49
Marcillé-la-Ville,798,800,2
Launay-Villiers,395,400,5
Montigné-le-Brillant,1272,1300,28
Craon,4556,4600,44
Daon,484,500,16
La Pallu,180,200,20
Renazé,2671,2700,29
Fougerolles-du-Plessis,1352,1400,48
La Haie-Traversaine,491,500,9
Saint-Pierre-des-Landes,977,1000,23
Saint-Aubin-du-Désert,291,300,9
Senonnes,352,400,48
Saint-Germain-le-Guillaume,480,500,20
Landivy,1172,1200,28
Thubœuf,296,300,4
Izé,495,500,5
Méral,1089,1100,11
Marigné-Peuton,556,600,44
Saint-Jean-sur-Erve,479,500,21
Ampoigné,558,600,42
Saint-Poix,398,400,2
Soucé,187,200,13
Saint-Michel-de-la-Roë,249,300,51
Saint-Denis-de-Gastines,1687,1700,13
Saint-Ouën-des-Toits,1685,1700,15
Saint-Christophe-du-Luat,774,800,26
Pré-en-Pail,2032,2100,68
Denazé,157,200,43
Boulay-les-Ifs,161,200,39
Cuillé,967,1000,33
Villaines-la-Juhel,3072,3100,28
Sainte-Suzanne,975,1000,25
Saint-Michel-de-Feins,170,200,30
Colombiers-du-Plessis,449,500,51
Préaux,173,200,27
Couesmes-Vaucé,390,400,10
Saint-Laurent-des-Mortiers,194,200,6
Saint-Berthevin-la-Tannière,384,400,16
Fontaine-Couverte,391,400,9
Le Ribay,467,500,33
Saint-Erblon,166,200,34
Le Bignon-du-Maine,328,400,72
Saint-Julien-du-Terroux,271,300,29
Bouessay,766,800,34
Chérancé,168,200,32
Saint-Aignan-de-Couptrain,390,400,10
Bais,1275,1300,25
Loiron,1486,1500,14
Montenay,1387,1400,13
Ernée,5791,5800,9
Saint-Pierre-sur-Orthe,476,500,24
Javron-les-Chapelles,1452,1500,48
Madré,355,400,45
Chailland,1185,1200,15
Saint-Baudelle,1186,1200,14
Gastines,188,200,12
Ménil,961,1000,39
Villepail,195,200,5
Voutré,888,900,12
Gennes-sur-Glaize,984,1000,16
Saint-Aubin-Fosse-Louvain,232,300,68
Ambrières-les-Vallées,2787,2800,13
Champgenéteux,570,600,30
Couptrain,155,200,45
Thorigné-en-Charnie,189,200,11
Saint-Fort,1532,1600,68
Chevaigné-du-Maine,191,200,9
Mayenne,13299,13300,1
Moulay,993,1000,7
Châtres-la-Forêt,798,800,2
Carelles,283,300,17
Gorron,2772,2800,28
Lesbois,197,200,3
Bouchamps-lès-Craon,567,600,33
Saint-Léger,286,300,14
Neuilly-le-Vendin,386,400,14
Chémeré-le-Roi,453,500,47
Livré-la-Touche,760,800,40
Loigné-sur-Mayenne,879,900,21
Saint-Martin-du-Limet,491,500,9
Bierné,673,700,27
Pommerieux,688,700,12
Châtelain,488,500,12
Courcité,909,1000,91
Le Horps,768,800,32
Vaiges,1155,1200,45
Saint-Loup-du-Gast,361,400,39
Simplé,373,400,27
Pontmain,870,900,30
Andouillé,2261,2300,39
Neau,697,700,3
Saint-Georges-Buttavent,1394,1400,6
Jublains,682,700,18
Vautorte,584,600,16
Champéon,598,600,2
Saint-Aignan-sur-Roë,868,900,32
Saint-Calais-du-Désert,384,400,16
La Chapelle-Rainsouin,393,400,7
Bertrambois,357,400,43
Gerbéviller,1365,1400,35
Fillières,479,500,21
Haigneville,56,100,44
Jœuf,6829,6900,71
Piennes,2469,2500,31
Merviller,379,400,21
Ville-au-Val,177,200,23
Blamont,1143,1200,57
Uruffe,378,400,22
Deneuvre,534,600,66
Clérey-sur-Brenon,60,100,40
Gondrecourt-Aix,180,200,20
Xirocourt,454,500,46
Gémonville,79,100,21
Vannes-le-Châtel,573,600,27
Moncel-sur-Seille,486,500,14
Loromontzey,82,100,18
Francheville,290,300,10
Domèvre-en-Haye,446,500,54
Crézilles,256,300,44
Lebeuville,172,200,28
Thiébauménil,395,400,5
Domèvre-sur-Vezouze,291,300,9
Petitmont,364,400,36
Lay-Saint-Christophe,2541,2600,59
Forcelles-sous-Gugney,93,100,7
Germiny,197,200,3
Hamonville,98,100,2
Vaucourt,71,100,29
Juvrecourt,67,100,33
Velaine-en-Haye,1435,1500,65
Haudonville,88,100,12
Bezaumont,249,300,51
Herserange,4462,4500,38
