nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Carhaix-Plouguer,7659,7700,41
Brest,141303,142100,797
Plouezoc'h,1585,1600,15
Logonna-Daoulas,2093,2100,7
La Martyre,763,800,37
Bez-et-Esparon,360,400,40
Saint-Laurent-le-Minier,365,400,35
Saint-Victor-des-Oules,281,300,19
Sardan,282,300,18
Lussan,480,500,20
Saint-Dionisy,898,900,2
Connaux,1563,1600,37
Corconne,555,600,45
Codognan,2441,2500,59
Lasalle,1076,1100,24
Concoules,243,300,57
Poulx,4032,4100,68
Mialet,586,600,14
Bonnevaux,98,100,2
Mandagout,386,400,14
Cros,253,300,47
Le Cailar,2362,2400,38
Lamelouze,99,100,1
Saint-Bénézet,289,300,11
Saint-Christol-de-Rodières,166,200,34
Saint-Martial,198,200,2
Saint-Paulet-de-Caisson,1771,1800,29
Manduel,5690,5700,10
Salles-du-Gardon,2547,2600,53
Saint-Bresson,55,100,45
Angles,8240,8300,60
Plantiers,243,300,57
Saint-Jean-du-Gard,2684,2700,16
Aigaliers,489,500,11
Saint-Michel-d'Euzet,583,600,17
Saint-Alexandre,1090,1100,10
Anduze,3287,3300,13
Molières-sur-Cèze,1595,1600,5
Massillargues-Attuech,688,700,12
Saint-Côme-et-Maruéjols,798,800,2
Peyremale,284,300,16
Dourbies,188,200,12
Salazac,187,200,13
Sainte-Cécile-d'Andorge,569,600,31
Meyrannes,843,900,57
Aujac,181,200,19
Chamborigaud,794,800,6
Fournès,893,900,7
Corbès,148,200,52
Montagnac,174,200,26
Aubord,2369,2400,31
Saint-Sauveur-Camprieu,269,300,31
Avèze,1072,1100,28
Saint-Bonnet-de-Salendrinque,98,100,2
Le Vigan,3942,4000,58
La Grand-Combe,5163,5200,37
Parignargues,581,600,19
Saint-Roman-de-Codières,187,200,13
Tharaux,63,100,37
Aigremont,670,700,30
Sauveterre,1779,1900,121
La Vernarède,347,400,53
Saint-Paul-la-Coste,288,300,12
Aspères,493,500,7
Servas,194,200,6
L'Estréchure,176,200,24
Saint-Césaire-de-Gauzignan,297,300,3
Caissargues,3735,3800,65
Chambon,287,300,13
Vic-le-Fesq,396,400,4
Génolhac,877,900,23
Bagnols-sur-Cèze,18245,18500,255
Bouquet,181,200,19
Vabres,97,100,3
Logrian-Florian,272,300,28
Valleraugue,1059,1100,41
Allègre-les-Fumades,793,800,7
Saint-André-de-Valborgne,466,500,34
Bordezac,359,400,41
Bessèges,3106,3200,94
Tresques,1772,1800,28
Massanes,192,200,8
Colognac,199,200,1
Tornac,893,900,7
Ners,694,700,6
Chusclan,983,1000,17
Arphy,171,200,29
Montdardier,195,200,5
Saint-Dézéry,387,400,13
Arre,289,300,11
Vallabrix,379,400,21
Vissec,53,100,47
La Roque-sur-Cèze,173,200,27
Montclus,143,200,57
Dions,584,600,16
Saint-Ambroix,3389,3400,11
Marguerittes,8634,8700,66
Soustelle,152,200,48
Sommières,4479,4500,21
Vauvert,11023,11200,177
Villeneuve-lès-Avignon,12384,12800,416
Saint-Jean-de-Ceyrargues,163,200,37
Soudorgues,281,300,19
Lédenon,1380,1400,20
Portes,365,400,35
Mons,1455,1500,45
Saint-Nazaire-des-Gardies,79,100,21
Saint-Maurice-de-Cazevieille,653,700,47
Saint-Laurent-de-Carnols,472,500,28
Saint-Gervais,664,700,36
Mars,174,200,26
Canaules-et-Argentières,398,400,2
Saint-Just-et-Vacquières,299,300,1
Pommiers,63,100,37
Lunax,60,100,40
Arbon,92,100,8
Castillon-de-Larboust,65,100,35
Saint-Aventin,87,100,13
Pin-Balma,887,900,13
Ausseing,72,100,28
Bragayrac,272,300,28
Esténos,185,200,15
Juzes,80,100,20
Lacaugne,198,200,2
Saint-Gaudens,11248,11700,452
Lez,62,100,38
Vigoulet-Auzil,944,1000,56
Saint-Julia,369,400,31
Castagnède,176,200,24
Fos,252,300,48
Cardeilhac,256,300,44
Mondavezan,787,800,13
Monestrol,60,100,40
Figarol,276,300,24
Montauban-de-Luchon,465,500,35
Montgiscard,2068,2100,32
Mauvezin,83,100,17
Le Pin-Murelet,184,200,16
Boussens,1088,1100,12
Sarrecave,78,100,22
Saint-Martory,876,900,24
Mérenvielle,472,500,28
Antichan-de-Frontignes,82,100,18
Gratentour,3545,3600,55
Le Faget,366,400,34
Tourreilles,376,400,24
Mervilla,266,300,34
Gauré,492,500,8
Francarville,175,200,25
Vernet,2080,2100,20
Nénigan,60,100,40
Montastruc-Savès,64,100,36
Tournefeuille,25340,25600,260
Saint-Ferréol-de-Comminges,53,100,47
Salerm,55,100,45
Caraman,2357,2400,43
Labastide-Saint-Sernin,1799,1800,1
Tour,80,100,20
Lourde,98,100,2
Aulon,360,400,40
Montclar-de-Comminges,75,100,25
Saint-Geniès-Bellevue,2164,2200,36
Montgaillard-de-Salies,97,100,3
Bagiry,83,100,17
Portet-sur-Garonne,9435,9800,365
Pouze,97,100,3
Frontignan-Savès,60,100,40
Saint-Christaud,260,300,40
Espanès,262,300,38
Moustajon,169,200,31
Montastruc-de-Salies,272,300,28
Sarremezan,98,100,2
Baziège,3189,3200,11
Laffite-Toupière,85,100,15
Mirambeau,53,100,47
Ambax,70,100,30
Lafitte-Vigordane,1059,1100,41
Lescuns,57,100,43
Cuguron,195,200,5
Chein-Dessus,194,200,6
Izaut-de-l'Hôtel,293,300,7
Roquefort-sur-Garonne,783,800,17
Larcan,181,200,19
Belberaud,1273,1300,27
Pins-Justaret,4454,4500,46
Saint-Félix-Lauragais,1336,1400,64
Mondilhan,91,100,9
Bouzin,81,100,19
Cazac,84,100,16
L'Isle-en-Dodon,1984,2100,116
Villaudric,1398,1400,2
Sabonnères,294,300,6
Deyme,855,900,45
Plagnole,266,300,34
Beaupuy,1275,1300,25
Beauteville,185,200,15
Blajan,493,500,7
Saint-Plancard,374,400,26
Canens,57,100,43
Arguenos,53,100,47
Saint-Béat,393,400,7
Cazaril-Tambourès,73,100,27
Vallesvilles,376,400,24
Castelgaillard,58,100,42
Saint-Pierre-de-Lages,770,800,30
Saint-Mamet,574,600,26
Beaufort,353,400,47
Lécussan,289,300,11
Herran,68,100,32
Bezins-Garraux,51,100,49
Auriac-sur-Vendinelle,996,1000,4
Juzet-de-Luchon,389,400,11
Montgaillard-sur-Save,78,100,22
Lodes,279,300,21
Ciadoux,264,300,36
Castéra-Vignoles,63,100,37
Saint-Paul-d'Oueil,50,100,50
Huos,465,500,35
Miramont-de-Comminges,793,800,7
Goutevernisse,159,200,41
Saint-Hilaire,1078,1100,22
Brignemont,390,400,10
Ponlat-Taillebourg,557,600,43
Proupiary,69,100,31
Luscan,69,100,31
Pointis-de-Rivière,847,900,53
Drémil-Lafage,2473,2600,127
Couret,187,200,13
Sédeilhac,55,100,45
Signac,49,100,51
Gémil,273,300,27
Cabanac-Séguenville,172,200,28
Peyssies,465,500,35
Montberon,2768,2800,32
Montclar-Lauragais,197,200,3
L'Union,11868,12200,332
Portet-d'Aspet,71,100,29
Drudas,181,200,19
Varennes,256,300,44
Fonsorbes,11111,11200,89
Mauran,178,200,22
Lahitère,52,100,48
Saint-Thomas,565,600,35
Caignac,293,300,7
Martisserre,60,100,40
Peyrissas,94,100,6
Mane,988,1000,12
Fourquevaux,752,800,48
Lespugue,74,100,26
Bax,83,100,17
Cugnaux,15807,15900,93
Mascarville,183,200,17
Montgras,92,100,8
Frontignan-de-Comminges,68,100,32
Forgues,189,200,11
Nogaret,70,100,30
Coueilles,87,100,13
Saint-Frajou,197,200,3
Boutx,274,300,26
Valcabrère,152,200,48
Polastron,58,100,42
Esparron,61,100,39
Beauchalot,492,500,8
Fustignac,76,100,24
Balesta,177,200,23
Montoulieu-Saint-Bernard,187,200,13
Bachas,59,100,41
Monès,69,100,31
Saint-Rome,57,100,43
Saint-Jean-Lherm,377,400,23
Lapeyrère,72,100,28
Cazeaux-de-Larboust,93,100,7
Sainte-Foy-d'Aigrefeuille,1979,2000,21
Lautignac,286,300,14
Montégut-Lauragais,469,500,31
Boissède,83,100,17
Gouzens,95,100,5
Gratens,699,700,1
Plagne,89,100,11
Montgazin,165,200,35
Mazères-sur-Salat,593,600,7
Bordes-de-Rivière,496,500,4
Rouède,289,300,11
Saux-et-Pomarède,270,300,30
Auzas,193,200,7
Franquevielle,361,400,39
Peyrouzet,93,100,7
Bazus,577,600,23
Mourvilles-Basses,72,100,28
Cazaux-Layrisse,65,100,35
Escoulis,84,100,16
Benque,163,200,37
Massabrac,78,100,22
Garidech,1591,1600,9
Cazaunous,62,100,38
Grépiac,990,1000,10
Cazeneuve-Montaut,70,100,30
Castelnau-Picampeau,198,200,2
Saussens,238,300,62
Auzielle,1284,1300,16
Galié,87,100,13
Fougaron,96,100,4
Touille,258,300,42
Saleich,370,400,30
Marignac-Laspeyres,196,200,4
Martres-de-Rivière,386,400,14
Bagnères-de-Luchon,2593,2600,7
Poubeau,73,100,27
Cier-de-Rivière,261,300,39
Lespiteau,75,100,25
Milhas,175,200,25
Arlos,95,100,5
Guran,50,100,50
Le Plan,494,500,6
Clarac,558,600,42
Bellesserre,86,100,14
Saint-Clar-de-Rivière,1174,1200,26
Nizan-Gesse,92,100,8
Mourvilles-Hautes,173,200,27
Saint-Laurent,168,200,32
Saint-Bertrand-de-Comminges,256,300,44
Payssous,92,100,8
Aurignac,1179,1200,21
Arbas,241,300,59
Sainte-Livrade,283,300,17
Vaux,278,300,22
Cierp-Gaud,849,900,51
Saint-Ignan,267,300,33
Génos,96,100,4
Villeneuve-Lécussan,545,600,55
Saint-Vincent,178,200,22
Fonbeauzard,2764,2800,36
Montpitol,399,400,1
Molas,162,200,38
Garac,170,200,30
Flourens,1791,1800,9
Mont-d'Astarac,96,100,4
Terraube,393,400,7
Monguilhem,285,300,15
Tirent-Pontéjac,86,100,14
Gondrin,1161,1200,39
Samaran,87,100,13
Betcave-Aguin,96,100,4
Durban,144,200,56
Clermont-Pouyguillès,165,200,35
Termes-d'Armagnac,188,200,12
Meilhan,87,100,13
Bourrouillan,147,200,53
Plieux,165,200,35
Callian,50,100,50
Miramont-d'Astarac,361,400,39
Saint-Georges,174,200,26
Avezan,75,100,25
Le Brouilh-Monbert,236,300,64
Lamaguère,58,100,42
Mascaras,61,100,39
Cabas-Loumassès,51,100,49
Mourède,84,100,16
Ardizas,198,200,2
Armous-et-Cau,95,100,5
Lagarde-Hachan,155,200,45
Sainte-Marie,388,400,12
Galiax,179,200,21
Brugnens,251,300,49
Saint-Martin-Gimois,87,100,13
Sadeillan,83,100,17
Malabat,97,100,3
Lamothe-Goas,67,100,33
Pallanne,69,100,31
Aignan,775,800,25
Montadet,82,100,18
Peyrusse-Grande,162,200,38
Panassac,276,300,24
Puylausic,188,200,12
Magnas,74,100,26
Castéron,63,100,37
Mérens,63,100,37
Castelnau-d'Auzan,1067,1100,33
Maulichères,173,200,27
Castelnau-d'Anglès,93,100,7
Bassoues,353,400,47
Biran,399,400,1
Monblanc,368,400,32
Saint-Christaud,75,100,25
Bouzon-Gellenave,192,200,8
Tournan,198,200,2
La Sauvetat,356,400,44
Lahitte,257,300,43
Beccas,94,100,6
Séailles,67,100,33
Manas-Bastanous,89,100,11
Castex,94,100,6
Pouylebon,163,200,37
Loubersan,179,200,21
Monbardon,94,100,6
Saint-Puy,586,600,14
Cézan,172,200,28
Cadeillan,73,100,27
Caussens,593,600,7
Ladevèze-Ville,268,300,32
Traversères,79,100,21
Caillavet,189,200,11
Sémézies-Cachan,74,100,26
Pompiac,182,200,18
Taybosc,59,100,41
Belmont,152,200,48
Puységur,76,100,24
Saint-Germé,499,500,1
Noulens,98,100,2
Préchac,165,200,35
Gazax-et-Baccarisse,85,100,15
Tudelle,62,100,38
Montréal,1231,1300,69
Blousson-Sérian,55,100,45
Tillac,254,300,46
Panjas,380,400,20
Auch,21576,21700,124
Condom,7012,7200,188
Orbessan,255,300,45
Bétous,97,100,3
Estang,630,700,70
Sabaillan,156,200,44
Mansencôme,66,100,34
Giscaro,82,100,18
Bellegarde,172,200,28
Monfort,480,500,20
Mongausy,77,100,23
Saint-Justin,157,200,43
Laguian-Mazous,278,300,22
Mirande,3685,3700,15
Maumusson-Laguian,153,200,47
Peyrusse-Vieille,70,100,30
Ayguetinte,185,200,15
Izotges,90,100,10
Ansan,96,100,4
Cannet,55,100,45
Larroque-Engalin,50,100,50
Saint-André,99,100,1
Marseillan,92,100,8
Castillon-Savès,289,300,11
Castelnau-sur-l'Auvignon,170,200,30
Beaumarchés,682,700,18
Troncens,185,200,15
Beaupuy,198,200,2
Fourcès,279,300,21
Plaisance,1458,1500,42
Bazugues,67,100,33
Arblade-le-Haut,285,300,15
Mansempuy,82,100,18
Sainte-Radegonde,184,200,16
Avéron-Bergelle,154,200,46
Aussos,62,100,38
Seysses-Savès,260,300,40
Saint-Aunix-Lengros,153,200,47
Peyrecave,76,100,24
Sauvimont,71,100,29
Pébées,94,100,6
Cazaux-Villecomtal,91,100,9
Estampes,169,200,31
Laas,287,300,13
Saint-Cricq,262,300,38
Margouët-Meymes,195,200,5
Montégut-Savès,71,100,29
Aux-Aussat,260,300,40
Mouchès,73,100,27
Antras,56,100,44
Louslitges,81,100,19
Endoufielle,568,600,32
Saint-Ost,80,100,20
Tourdun,96,100,4
Aujan-Mournède,94,100,6
Lagardère,68,100,32
Mauléon-d'Armagnac,289,300,11
Sarraguzan,97,100,3
Roquepine,61,100,39
Sarragachies,254,300,46
Pis,94,100,6
Saint-Élix,193,200,7
Goutz,186,200,14
Valence-sur-Baïse,1185,1200,15
Labarthe,169,200,31
Marguestau,71,100,29
Nogaro,1980,2000,20
Gaujac,64,100,36
Goux,84,100,16
Saint-Orens,84,100,16
Ramouzens,145,200,55
Simorre,690,700,10
Cazaux-d'Anglès,133,200,67
Blanquefort,54,100,46
Gimont,2815,2900,85
Roquefort,274,300,26
Saint-Jean-le-Comtal,387,400,13
Tarsac,169,200,31
Sansan,97,100,3
Razengues,189,200,11
Monclar,199,200,1
Gazaupouy,285,300,15
Boulaur,161,200,39
Céran,181,200,19
Monties,70,100,30
Saint-Avit-Frandat,99,100,1
Chélan,190,200,10
Montégut-Arros,289,300,11
Saint-Léonard,175,200,25
Tournecoupe,283,300,17
Castet-Arrouy,191,200,9
Justian,99,100,1
Perchède,86,100,14
Castin,290,300,10
Castelnau-Barbarens,497,500,3
Roquebrune,196,200,4
Miramont-Latour,153,200,47
Larroque-Saint-Sernin,165,200,35
Monlaur-Bernet,187,200,13
Vergoignan,297,300,3
Bretagne-d'Armagnac,398,400,2
Lahas,166,200,34
Ségos,248,300,52
Villefranche,164,200,36
Espaon,195,200,5
Armentieux,87,100,13
Monlezun,198,200,2
Sembouès,66,100,34
Saint-Michel,266,300,34
Lias-d'Armagnac,197,200,3
Saint-Pierre-d'Aubézies,78,100,22
Lannepax,563,600,37
Augnax,88,100,12
Verlus,98,100,2
Beaucaire,286,300,14
Maupas,192,200,8
Courrensan,391,400,9
Estipouy,198,200,2
Saint-Loube,97,100,3
Encausse,386,400,14
Manent-Montané,93,100,7
Pavie,2399,2400,1
Sarcos,75,100,25
Projan,156,200,44
Campagne-d'Armagnac,199,200,1
Réans,251,300,49
Ricourt,73,100,27
Mirannes,70,100,30
Avensac,61,100,39
Monlezun-d'Armagnac,198,200,2
Sère,92,100,8
Arrouède,90,100,10
Saint-Brès,85,100,15
Nizas,159,200,41
Le Bouscat,23095,23200,105
Casseuil,383,400,17
Libourne,23624,23700,76
Virsac,992,1000,8
Origne,176,200,24
Soussac,179,200,21
Beautiran,2180,2200,20
Périssac,1079,1100,21
Mérignas,290,300,10
Daignac,480,500,20
Saint-Hilaire-de-la-Noaille,377,400,23
Prignac-et-Marcamps,1368,1400,32
Langon,7391,7400,9
Ambès,2894,2900,6
Saint-Hippolyte,162,200,38
Plassac,868,900,32
Coutures,92,100,8
Saint-Émilion,1984,2000,16
Blasimon,872,900,28
Cazats,294,300,6
Escoussans,295,300,5
Maransin,1055,1100,45
Gradignan,23063,23300,237
Tizac-de-Curton,287,300,13
Saint-Pierre-de-Mons,1077,1100,23
Fours,283,300,17
Blaignac,263,300,37
Saint-Antoine-du-Queyret,85,100,15
Lugasson,269,300,31
Bommes,476,500,24
Saint-Estèphe,1660,1700,40
Caumont,158,200,42
Mongauzy,582,600,18
Lugaignac,394,400,6
Monprimblanc,278,300,22
Saint-Genès-de-Castillon,395,400,5
Saint-Étienne-de-Lisse,279,300,21
Neuffons,169,200,31
Comps,480,500,20
Saint-Pey-d'Armens,261,300,39
Saint-Macaire,1995,2000,5
Saint-Côme,296,300,4
Saint-André-et-Appelles,689,700,11
Civrac-de-Blaye,791,800,9
Baurech,749,800,51
Arveyres,1886,1900,14
Queyrac,1388,1400,12
Illats,1280,1300,20
Néac,389,400,11
Salles-de-Castillon,390,400,10
Saint-Christoly-Médoc,284,300,16
Campugnan,467,500,33
Jugazan,282,300,18
Bègles,24913,25000,87
Gajac,388,400,12
Nérigean,859,900,41
Croignon,499,500,1
Saint-Philippe-du-Seignal,461,500,39
Daubèze,152,200,48
Marimbault,163,200,37
Castelnau-de-Médoc,3728,3800,72
Saint-Genès-de-Blaye,469,500,31
Gornac,385,400,15
Cessac,187,200,13
Saint-Magne,990,1000,10
Goualade,87,100,13
Lestiac-sur-Garonne,620,700,80
Saint-Laurent-du-Plan,86,100,14
Saint-Ciers-sur-Gironde,3085,3100,15
Blaye,4802,5000,198
Pellegrue,991,1000,9
Castelviel,186,200,14
Mauriac,270,300,30
Gans,188,200,12
Saint-Androny,572,600,28
Pauillac,5075,5200,125
Arcachon,10975,11800,825
Bourg,2197,2200,3
Saint-Michel-de-Fronsac,538,600,62
Fargues-Saint-Hilaire,2711,2800,89
Sablons,1295,1300,5
Riocaud,197,200,3
Saint-Christophe-de-Double,663,700,37
Saint-Michel-de-Lapujade,193,200,7
Cars,1160,1200,40
Toulenne,2582,2600,18
Chamadelle,677,700,23
Blanquefort,14779,14800,21
Soulac-sur-Mer,2645,2700,55
Saint-Palais,486,500,14
Margueron,385,400,15
Le Verdon-sur-Mer,1356,1400,44
Tabanac,1056,1100,44
Saint-Germain-d'Esteuil,1187,1200,13
Haux,795,800,5
Saint-Quentin-de-Caplong,248,300,52
Générac,575,600,25
Civrac-en-Médoc,584,600,16
Fossès-et-Baleyssac,183,200,17
Dardenac,93,100,7
Camiac-et-Saint-Denis,378,400,22
Barie,281,300,19
Cours-de-Monségur,279,300,21
Saint-Louis-de-Montferrand,2034,2100,66
Moulon,968,1000,32
Pessac-sur-Dordogne,476,500,24
Tayac,144,200,56
Mouillac,99,100,1
Faleyras,397,400,3
Lartigue,51,100,49
Saint-Loubert,185,200,15
Noaillac,390,400,10
Braud-et-Saint-Louis,1385,1400,15
Tizac-de-Lapouyade,490,500,10
Eynesse,583,600,17
Lormont,19799,19900,101
Bayas,454,500,46
Juillac,261,300,39
Carbon-Blanc,6885,6900,15
Villenave-d'Ornon,28420,28800,380
Saint-Laurent-des-Combes,279,300,21
Dieulivol,288,300,12
Arbis,285,300,15
Preignac,2166,2200,34
Esseintes,269,300,31
Cestas,16353,16500,147
Hure,497,500,3
Saint-Romain-la-Virvée,787,800,13
Gensac,860,900,40
Doulezon,265,300,35
Latresne,3277,3300,23
Saint-Exupéry,159,200,41
Le Fieu,488,500,12
Marsas,1092,1100,8
Tarnès,266,300,34
Sainte-Foy-la-Grande,2474,2600,126
Laroque,272,300,28
Massugas,279,300,21
Saint-Hilaire-du-Bois,85,100,15
Sainte-Eulalie,4632,4700,68
Saint-Félix-de-Foncaude,293,300,7
Listrac-de-Durèze,176,200,24
Montagoudin,164,200,36
Landerrouat,182,200,18
Targon,1851,1900,49
Madirac,184,200,16
Ayguemorte-les-Graves,933,1000,67
Lalande-de-Pomerol,672,700,28
Marions,187,200,13
Castelmoron-d'Albret,56,100,44
Villeneuve,391,400,9
Asques,490,500,10
Castillon-la-Bataille,3045,3400,355
Sainte-Croix-du-Mont,899,900,1
Saint-Vivien-de-Monségur,385,400,15
Naujan-et-Postiac,494,500,6
Ligueux,168,200,32
Cazaugitat,250,300,50
Cabara,396,400,4
Bassanne,91,100,9
Bourideys,91,100,9
Soussans,1544,1600,56
Soulignac,450,500,50
Puisseguin,861,900,39
Saint-Yzans-de-Médoc,397,400,3
Mourens,387,400,13
Saint-Genis-du-Bois,99,100,1
Saint-Julien-Beychevelle,679,700,21
Beychac-et-Caillau,1983,2000,17
Saint-Avit-de-Soulège,75,100,25
Lerm-et-Musset,469,500,31
Paillet,1193,1200,7
Saillans,375,400,25
Le Tourne,763,800,37
Cenon,22242,22500,258
Mouliets-et-Villemartin,1094,1100,6
Saint-Aubin-de-Branne,360,400,40
Le Puy,378,400,22
Saint-Ferme,364,400,36
Saint-Vincent-de-Paul,1050,1100,50
Saint-Sulpice-de-Faleyrens,1485,1500,15
Saint-Ciers-de-Canesse,789,800,11
Guillac,183,200,17
Saint-Aubin-de-Blaye,783,800,17
Étauliers,1660,1700,40
Sainte-Radegonde,459,500,41
Montagne,1619,1700,81
Lunas,651,700,49
Beaufort,189,200,11
Villetelle,1399,1400,1
Saint-Sériès,887,900,13
Soubès,889,900,11
Castelnau-le-Lez,14948,15000,52
Plans,292,300,8
Vieussan,274,300,26
Ferrières-les-Verreries,63,100,37
Campagne,271,300,29
Combaillaux,1430,1500,70
Saint-Vincent-de-Barbeyrargues,689,700,11
Bédarieux,6453,6600,147
Montferrier-sur-Lez,3385,3400,15
Lavalette,57,100,43
Mourèze,175,200,25
Lattes,15927,16300,373
Oupia,285,300,15
Mons,581,600,19
Lignan-sur-Orb,2897,2900,3
Hérépian,1474,1500,26
Cruzy,971,1000,29
Cassagnoles,92,100,8
La Salvetat-sur-Agout,1178,1200,22
Saint-Michel,57,100,43
Ferrals-les-Montagnes,144,200,56
Béziers,70955,71700,745
Salasc,276,300,24
Ferrières-Poussarou,66,100,34
Joncels,294,300,6
Saint-Pons-de-Thomières,2062,2100,38
Saussan,1482,1500,18
Cabrières,478,500,22
Sète,42774,42800,26
Saint-Guilhem-le-Désert,269,300,31
Pardailhan,184,200,16
Saint-André-de-Buèges,55,100,45
Castanet-le-Haut,187,200,13
Saint-Hilaire-de-Beauvoir,365,400,35
Pailhès,470,500,30
Poujols,152,200,48
Saint-Jean-de-Védas,8716,8800,84
Saint-Nazaire-de-Ladarez,343,400,57
Saint-Clément-de-Rivière,4987,5100,113
Aires,572,600,28
Pierrerue,287,300,13
Notre-Dame-de-Londres,479,500,21
Pézenas,8251,8400,149
Babeau-Bouldoux,293,300,7
Cazevieille,184,200,16
Cambon-et-Salvergues,61,100,39
Lauret,563,600,37
Assignan,180,200,20
Saint-Nazaire-de-Pézan,576,600,24
Villeneuvette,63,100,37
Fozières,182,200,18
Aigne,265,300,35
Arboras,99,100,1
Rouet,58,100,42
Jonquières,391,400,9
Saint-Geniès-de-Varensal,190,200,10
Frontignan,22526,23200,674
Saint-Maurice-Navacelles,156,200,44
Aumelas,489,500,11
Plaissan,899,900,1
Usclas-d'Hérault,296,300,4
Garrigues,167,200,33
Verreries-de-Moussans,94,100,6
Claret,1389,1400,11
Fraisse-sur-Agout,346,400,54
Loupian,2092,2100,8
Dio-et-Valquières,152,200,48
Berlou,191,200,9
Colombiers,2335,2400,65
Le Pradal,280,300,20
Colombières-sur-Orb,471,500,29
Saint-Mathieu-de-Tréviers,4686,4700,14
Cers,2191,2200,9
Murles,294,300,6
Lacoste,295,300,5
Vias,5354,5400,46
Vailhan,169,200,31
Prades-sur-Vernazobre,279,300,21
Montagnac,3593,3600,7
Buzignargues,261,300,39
Olonzac,1683,1700,17
Mudaison,2498,2500,2
Mireval,3275,3300,25
Cesseras,372,400,28
Vélieux,62,100,38
Lieuran-Cabrières,279,300,21
Rieussec,91,100,9
Saint-Jean-de-Cornies,673,700,27
Nizas,582,600,18
Montesquieu,65,100,35
Palavas-les-Flots,5995,6000,5
Saturargues,891,900,9
Guipel,1579,1600,21
Rimou,358,400,42
Tresbœuf,1198,1200,2
Brulais,465,500,35
Redon,9592,9600,8
Saint-Malo,46342,48200,1858
Teillay,997,1000,3
Dinard,10579,11000,421
Cherrueix,1150,1200,50
Saint-Hilaire-des-Landes,993,1000,7
Rannée,1156,1200,44
Le Lou-du-Lac,96,100,4
Le Châtellier,377,400,23
Montgermont,3056,3100,44
Chauvigné,788,800,12
Coësmes,1391,1400,9
Saint-Jouan-des-Guérets,2672,2700,28
Osse,1179,1200,21
Hirel,1373,1400,27
Saint-Germain-sur-Ille,892,900,8
Chevaigné,1838,1900,62
Le Crouais,487,500,13
Iffs,264,300,36
Gaël,1584,1600,16
Saint-Jean-sur-Vilaine,1043,1100,57
Montreuil-sous-Pérouse,1061,1100,39
Lohéac,664,700,36
Laillé,4348,4400,52
Saint-Ouen-la-Rouërie,792,800,8
Mecé,570,600,30
Dompierre-du-Chemin,548,600,52
